program_id,program_name,field_tags,mentor_id,mentor_name,expertise_tags,languages,education_background,years_experience,institution_id,institution_name,overall_ranking,pred_label_match
535,Education,Information Technology;Education,620,Mila Khan,Data Science;Business,Korean;English,Mixed,7,18,Monash University,360,0.5261
535,Education,Information Technology;Education,188,Leah Miller,Law;Information Technology;Finance;Business,Indonesian;French;Thai,PhD,16,18,Monash University,360,0.5253
535,Education,Information Technology;Education,786,Rosa Campbell,Information Technology;Renewable Energy,Vietnamese,PhD,6,18,Monash University,360,0.5243
535,Education,Information Technology;Education,349,Owen Jamal,Public Health;Environmental Science;Computer Science;Design,Indonesian;Vietnamese,Bachelor,5,18,Monash University,360,0.5239
535,Education,Information Technology;Education,355,Mila Smith,Computer Science;Information Technology;Law;Architecture,Arabic,Bachelor,15,18,Monash University,360,0.5228
535,Education,Information Technology;Education,28,Rosa Sanchez,Information Technology;Artificial Intelligence;Engineering,Vietnamese,Bachelor,18,18,Monash University,360,0.5223
535,Education,Information Technology;Education,494,Alice Kaur,Environmental Science;Business,French;Hindi;English,Master,8,18,Monash University,360,0.5213
535,Education,Information Technology;Education,52,Aisha Singh,Computer Science;Marketing;Environmental Science,Hindi,Mixed,18,18,Monash University,360,0.5208
535,Education,Information Technology;Education,43,Jacob Liu,Engineering;Information Technology;Ecology;Data Science,English,Bachelor,3,18,Monash University,360,0.5203
535,Education,Information Technology;Education,379,Zara Kumar,Data Science;Education;Law;Marketing,Urdu;Vietnamese;Russian,Master,4,18,Monash University,360,0.5201
535,Education,Information Technology;Education,740,Suraj Omar,Banking;Data Science;Computer Science;Public Health,Korean;Mandarin;German,Mixed,4,18,Monash University,360,0.5183
535,Education,Information Technology;Education,397,Aisha Akhtar,International Law;Data Science,Korean,PhD,3,18,Monash University,360,0.5179
535,Education,Information Technology;Education,588,Maya Davis,Data Science;International Law,Hindi;Nepali;Japanese,PhD,11,18,Monash University,360,0.5179
535,Education,Information Technology;Education,492,Amir Fernandez,Business;Computer Science,Indonesian,PhD,17,18,Monash University,360,0.5158
535,Education,Information Technology;Education,752,Evelyn Ali,Business;Computer Science,Nepali;Urdu;Indonesian,Bachelor,8,18,Monash University,360,0.5158
535,Education,Information Technology;Education,272,Noelle Chen,Data Science;Marketing;Environmental Science;Sustainable Design,Hindi;Japanese;Italian,Bachelor,3,18,Monash University,360,0.5155
535,Education,Information Technology;Education,565,Iris Williams,Computer Science;Artificial Intelligence;International Law;Data Science,Mandarin;Spanish,PhD,5,18,Monash University,360,0.5139
535,Education,Information Technology;Education,568,Sara Taylor,Business;International Law;Data Science,Japanese;Vietnamese;English,Bachelor,5,18,Monash University,360,0.5131
535,Education,Information Technology;Education,756,Liam Baker,Environmental Science;International Law,Korean,Master,15,18,Monash University,360,0.5122
535,Education,Information Technology;Education,626,Lucia Bianchi,Sustainable Design;International Law;Information Technology;Renewable Energy,Spanish;Hindi,Bachelor,9,18,Monash University,360,0.5119
535,Education,Information Technology;Education,232,Keiko Le,Marketing;Renewable Energy;Information Technology,Japanese,Mixed,17,18,Monash University,360,0.5113
535,Education,Information Technology;Education,729,Dinesh Le,Banking;Information Technology;Environmental Science;Engineering,Nepali;Russian;Urdu,Bachelor,7,18,Monash University,360,0.5113
535,Education,Information Technology;Education,767,Jacob Ivanov,Business;Environmental Science;International Law,Thai;Hindi;English,PhD,15,18,Monash University,360,0.5111
535,Education,Information Technology;Education,20,Levi Le,Law;Information Technology;Renewable Energy,Korean;Japanese,Bachelor,11,18,Monash University,360,0.5082
535,Education,Information Technology;Education,95,Harper Rodriguez,Sustainable Design;Environmental Science,Hindi;English,Bachelor,6,18,Monash University,360,0.5082
535,Education,Information Technology;Education,190,Jorge Jones,Sustainable Design;Environmental Science,Italian;Arabic,Bachelor,19,18,Monash University,360,0.5082
535,Education,Information Technology;Education,360,Aisha Nguyen,Environmental Science;Education;Architecture;Law,Mandarin;Thai;German,Bachelor,10,18,Monash University,360,0.5082
535,Education,Information Technology;Education,550,Ethan Xu,Artificial Intelligence;Education,Russian,Bachelor,18,18,Monash University,360,0.5079
535,Education,Information Technology;Education,680,Harper Li,Engineering;Computer Science,Vietnamese,Mixed,3,18,Monash University,360,0.5079
535,Education,Information Technology;Education,123,Suresh Li,Architecture;Information Technology,Russian;Japanese;Italian,PhD,9,18,Monash University,360,0.5076
535,Education,Information Technology;Education,318,Nadia Sharma,Architecture;Information Technology,Indonesian;English,Mixed,14,18,Monash University,360,0.5076
535,Education,Information Technology;Education,150,Theo Khan,Design;Data Science;Artificial Intelligence;Education,Nepali,Mixed,3,18,Monash University,360,0.5072
535,Education,Information Technology;Education,46,Elena Fisher,Education;Design;Business,Mandarin,Mixed,5,18,Monash University,360,0.5069
535,Education,Information Technology;Education,435,Qiang Huang,Marketing;Renewable Energy;Education,Korean;Japanese,Master,1,18,Monash University,360,0.5059
535,Education,Information Technology;Education,707,Leo Hussain,Data Science;Finance,Russian;Spanish,Bachelor,15,18,Monash University,360,0.5038
535,Education,Information Technology;Education,211,Maya Campbell,Renewable Energy;Public Health;Psychology;Information Technology,Indonesian;Thai;Mandarin,Mixed,13,18,Monash University,360,0.5035
535,Education,Information Technology;Education,181,Riya Park,Public Health;Business;Ecology;Education,Vietnamese;Korean,PhD,1,18,Monash University,360,0.5031
535,Education,Information Technology;Education,392,Karan Ng,Finance;Environmental Science,Indonesian;German;Russian,Mixed,13,18,Monash University,360,0.5031
535,Education,Information Technology;Education,184,Alex Smith,Renewable Energy;Information Technology;Design;Business,Vietnamese;Indonesian;Thai,Master,7,18,Monash University,360,0.5027
535,Education,Information Technology;Education,684,Rosa Trivedi,Banking;Education,Russian;Vietnamese,Mixed,19,18,Monash University,360,0.5015
535,Education,Information Technology;Education,163,Soojin Davis,Education;Marketing;Design,Hindi,Bachelor,16,18,Monash University,360,0.5014
535,Education,Information Technology;Education,63,Zoe Miller,Law;Environmental Science,Korean,Bachelor,11,18,Monash University,360,0.5011
535,Education,Information Technology;Education,249,Evelyn Brown,Environmental Science;Law,Urdu,Bachelor,13,18,Monash University,360,0.5011
535,Education,Information Technology;Education,339,Nguyen Rodriguez,Law;Environmental Science,Thai,Bachelor,15,18,Monash University,360,0.5011
535,Education,Information Technology;Education,571,Olivia Wilson,Education;Renewable Energy;Architecture;Data Science,Thai,PhD,6,18,Monash University,360,0.5004
535,Education,Information Technology;Education,371,Aiden Anderson,Architecture;Data Science;Computer Science,Spanish,PhD,5,18,Monash University,360,0.4987
535,Education,Information Technology;Education,305,Ravi Davis,Design;Public Health;Architecture;Education,Japanese;Arabic,Master,1,18,Monash University,360,0.498
535,Education,Information Technology;Education,376,Sara Anderson,Information Technology;Nursing;Data Science;Marketing,English,Master,17,18,Monash University,360,0.4977
535,Education,Information Technology;Education,141,Mateo Khan,Information Technology;Law;Design;Sustainable Design,German;Japanese;Russian,Bachelor,17,18,Monash University,360,0.4974
535,Education,Information Technology;Education,539,Suraj Tan,Business;Computer Science;Sustainable Design,German;English;Arabic,Master,19,18,Monash University,360,0.4973
535,Education,Information Technology;Education,247,Benjamin Khan,Marketing;Environmental Science;Business,Spanish;English;Arabic,PhD,19,18,Monash University,360,0.4972
535,Education,Information Technology;Education,36,Julia Martinez,Information Technology;Psychology,German,Bachelor,15,18,Monash University,360,0.4969
535,Education,Information Technology;Education,137,Ethan Li,Nursing;Education,Italian;Mandarin,PhD,8,18,Monash University,360,0.4968
535,Education,Information Technology;Education,8,Fatima Omar,Psychology;Education,Vietnamese;Japanese;Hindi,Mixed,12,18,Monash University,360,0.4967
535,Education,Information Technology;Education,71,Maya Baker,Ecology;Information Technology;Business;Public Health,Arabic,Mixed,11,18,Monash University,360,0.4964
535,Education,Information Technology;Education,459,Leo Jackson,Business;Computer Science;Finance,Arabic;Vietnamese,Bachelor,2,18,Monash University,360,0.4959
535,Education,Information Technology;Education,72,Aisha Rahman,Finance;Data Science;International Law,Spanish,Mixed,5,18,Monash University,360,0.4956
535,Education,Information Technology;Education,26,Yuki Kumar,Design;Data Science,Arabic;Japanese,Master,9,18,Monash University,360,0.4955
535,Education,Information Technology;Education,76,Aiden Trivedi,Finance;Marketing;Design;Information Technology,Japanese,Mixed,14,18,Monash University,360,0.4955
535,Education,Information Technology;Education,201,Nguyen Lee,Design;Data Science,Vietnamese;Thai,Bachelor,4,18,Monash University,360,0.4955
535,Education,Information Technology;Education,417,Qiang Grant,Data Science;Design,Arabic;Italian;Indonesian,PhD,12,18,Monash University,360,0.4955
535,Education,Information Technology;Education,577,Dinesh Chan,Environmental Science;Marketing,French;Korean;Mandarin,PhD,16,18,Monash University,360,0.4954
535,Education,Information Technology;Education,353,Krystal Ng,Accounting;Information Technology,Korean;Russian;Vietnamese,Master,11,18,Monash University,360,0.495
535,Education,Information Technology;Education,574,Daniel Baker,Business;Public Health,French;Japanese,PhD,6,18,Monash University,360,0.495
535,Education,Information Technology;Education,110,Elena Hussain,Education;Nursing;International Law,Vietnamese;Italian,PhD,14,18,Monash University,360,0.4947
535,Education,Information Technology;Education,1,Jia Chen,Renewable Energy;Education;Law,English;Vietnamese;German,Mixed,9,18,Monash University,360,0.4944
535,Education,Information Technology;Education,47,Mohammed Green,Environmental Science;International Law;Law,Mandarin;Spanish;Thai,Master,14,18,Monash University,360,0.4939
535,Education,Information Technology;Education,372,Owen Ahmed,Architecture;Information Technology;Finance,Korean,Bachelor,10,18,Monash University,360,0.4937
535,Education,Information Technology;Education,160,Kai Wilson,Law;Computer Science,Vietnamese;French,Master,18,18,Monash University,360,0.4921
535,Education,Information Technology;Education,607,Aiden Rossi,Computer Science;Law,Korean;Hindi;French,Bachelor,10,18,Monash University,360,0.4921
535,Education,Information Technology;Education,700,Levi Brown,Computer Science;Law,Vietnamese;Arabic,Mixed,8,18,Monash University,360,0.4921
535,Education,Information Technology;Education,761,Jorge Ali,Computer Science;Law,Indonesian;Nepali,Mixed,2,18,Monash University,360,0.4921
535,Education,Information Technology;Education,430,Marcus Smith,Information Technology;Computer Science;Film;Renewable Energy,Hindi,PhD,17,18,Monash University,360,0.4901
535,Education,Information Technology;Education,217,Jia Lee,Education;Renewable Energy;Artificial Intelligence,German;Thai;Spanish,Master,9,18,Monash University,360,0.4895
535,Education,Information Technology;Education,390,Amir Xu,Business;Nursing;Environmental Science;Computer Science,Korean,Bachelor,16,18,Monash University,360,0.4891
535,Education,Information Technology;Education,10,Fatima Kaur,Marketing;Computer Science,French;Indonesian;Spanish,Mixed,1,18,Monash University,360,0.4886
535,Education,Information Technology;Education,463,Eli Lee,Marketing;Computer Science,Mandarin,Master,13,18,Monash University,360,0.4886
535,Education,Information Technology;Education,694,Jorge Fernandez,Renewable Energy;Business;Data Science,Urdu;Hindi;Nepali,Mixed,19,18,Monash University,360,0.4883
535,Education,Information Technology;Education,161,Daniel Wang,Public Health;Data Science;Ecology,German;Italian;French,Mixed,9,18,Monash University,360,0.4882
535,Education,Information Technology;Education,414,Nadia Nguyen,Business;Finance;Banking;Information Technology,Spanish;Korean;Vietnamese,Bachelor,16,18,Monash University,360,0.4879
535,Education,Information Technology;Education,683,Daniel Campbell,Education;Psychology;Engineering,German;Urdu;Thai,Bachelor,8,18,Monash University,360,0.4877
535,Education,Information Technology;Education,703,Noah Anderson,Law;Environmental Science;Sustainable Design;Public Health,Arabic,PhD,19,18,Monash University,360,0.4873
535,Education,Information Technology;Education,428,Suresh Garcia,Finance;Information Technology;Banking,Thai;Spanish,Mixed,14,18,Monash University,360,0.4871
535,Education,Information Technology;Education,382,Harper Fisher,Environmental Science;Data Science;Architecture,French,Bachelor,1,18,Monash University,360,0.487
535,Education,Information Technology;Education,585,Dinesh Tan,Information Technology;Computer Science;Artificial Intelligence;Ecology,Vietnamese;Spanish,Bachelor,8,18,Monash University,360,0.4869
535,Education,Information Technology;Education,521,Olivia Bianchi,Renewable Energy;Environmental Science,Korean,Bachelor,13,18,Monash University,360,0.486
535,Education,Information Technology;Education,53,Liam Rahman,Nursing;Education;Business,English,Bachelor,11,18,Monash University,360,0.4854
535,Education,Information Technology;Education,94,Pavel Fernandez,Sustainable Design;Education;Accounting,Thai;Indonesian;Japanese,Master,4,18,Monash University,360,0.4841
535,Education,Information Technology;Education,498,Mila Ivanov,Data Science;Renewable Energy,Indonesian;Arabic;Hindi,Mixed,18,18,Monash University,360,0.4838
535,Education,Information Technology;Education,295,Benjamin Green,Public Health;Engineering,Arabic,Master,16,18,Monash University,360,0.4828
535,Education,Information Technology;Education,326,Qiang Jackson,Design;Environmental Science,English;Vietnamese;Korean,Master,18,18,Monash University,360,0.4827
535,Education,Information Technology;Education,787,Iris Zhang,Sustainable Design;Finance;Data Science;International Law,Thai,Master,6,18,Monash University,360,0.4825
535,Education,Information Technology;Education,108,Suraj Brown,Renewable Energy;Data Science;Engineering,German,Bachelor,17,18,Monash University,360,0.4823
535,Education,Information Technology;Education,280,Daniel Sharma,Psychology;Information Technology;Sustainable Design,Japanese;Arabic;Italian,Master,7,18,Monash University,360,0.4823
535,Education,Information Technology;Education,403,Thao Taylor,Data Science;Finance;Marketing,Korean;Mandarin,Bachelor,17,18,Monash University,360,0.4823
535,Education,Information Technology;Education,764,Lara Ng,Information Technology;Nursing;Data Science;Architecture,Korean,Mixed,4,18,Monash University,360,0.4821
535,Education,Information Technology;Education,42,Nadia Huang,Environmental Science;Sustainable Design;Marketing,Russian;Arabic,Master,10,18,Monash University,360,0.482
535,Education,Information Technology;Education,279,Suraj Fernandez,Sustainable Design;Marketing;Environmental Science,Mandarin,Mixed,10,18,Monash University,360,0.482
535,Education,Information Technology;Education,524,Soojin Sanchez,Education;Finance;Renewable Energy;Law,Thai;English,PhD,15,18,Monash University,360,0.482
535,Education,Information Technology;Education,536,Fatima Xu,Architecture;Artificial Intelligence;Data Science;Education,Japanese,Mixed,11,18,Monash University,360,0.4815
535,Education,Information Technology;Education,200,Marcus Yang,Information Technology;Engineering;Banking;International Law,Urdu;Russian,Master,10,18,Monash University,360,0.4812
535,Education,Information Technology;Education,522,Lara Chen,Business;International Law;Design;Data Science,Japanese,Bachelor,15,18,Monash University,360,0.4812
535,Education,Information Technology;Education,375,Li Tan,Design;Computer Science,German,PhD,14,18,Monash University,360,0.4811
535,Education,Information Technology;Education,759,Chen Anderson,Computer Science;Design,Thai,PhD,19,18,Monash University,360,0.4811
535,Education,Information Technology;Education,429,Wei Jamal,Data Science;Computer Science;Ecology,Mandarin;Korean;Japanese,Master,14,18,Monash University,360,0.481
535,Education,Information Technology;Education,44,Qiang Johnson,Education;Law;Artificial Intelligence,Spanish;Vietnamese,PhD,16,18,Monash University,360,0.4809
535,Education,Information Technology;Education,720,Zara Johnson,Environmental Science;Artificial Intelligence,Nepali;Vietnamese,Mixed,6,18,Monash University,360,0.4807
535,Education,Information Technology;Education,650,Mohammed Jones,Data Science;Information Technology;Accounting;Nursing,Korean;Arabic,PhD,3,18,Monash University,360,0.4806
535,Education,Information Technology;Education,179,Hiroshi Wang,Environmental Science;Architecture;Information Technology;Banking,Thai;Italian;German,Bachelor,5,18,Monash University,360,0.4801
535,Education,Information Technology;Education,149,Qiang Chen,Nursing;Data Science;Sustainable Design;Computer Science,Nepali;Thai,Mixed,10,18,Monash University,360,0.4797
535,Education,Information Technology;Education,220,Min Ali,Banking;Law;Education,Spanish;Mandarin;Italian,Bachelor,2,18,Monash University,360,0.4797
535,Education,Information Technology;Education,743,Krystal Jamal,Artificial Intelligence;Data Science,French;German;Vietnamese,Mixed,3,18,Monash University,360,0.479
535,Education,Information Technology;Education,14,Isha O'Neill,Marketing;Computer Science;Public Health;Renewable Energy,Arabic;Nepali;Indonesian,Master,7,18,Monash University,360,0.4786
535,Education,Information Technology;Education,129,Noah Zhang,Ecology;Data Science;Environmental Science;Sustainable Design,Nepali;Arabic;English,Mixed,3,18,Monash University,360,0.4784
535,Education,Information Technology;Education,18,Suresh Rodriguez,Ecology;Education,Indonesian;English;Vietnamese,PhD,9,18,Monash University,360,0.4781
535,Education,Information Technology;Education,112,Nora Lee,Law;Data Science;Computer Science;Banking,Arabic;Hindi,PhD,12,18,Monash University,360,0.4781
535,Education,Information Technology;Education,655,Jorge Johnson,Education;Accounting;International Law;Finance,Thai;Japanese;Vietnamese,Master,6,18,Monash University,360,0.4766
535,Education,Information Technology;Education,450,Mohammed Trivedi,Public Health;Architecture;Computer Science,Korean,PhD,8,18,Monash University,360,0.4763
535,Education,Information Technology;Education,448,Omar Williams,Architecture;Design;Education,Hindi;Korean;Urdu,Master,15,18,Monash University,360,0.4761
535,Education,Information Technology;Education,551,Jacob Tran,Banking;Environmental Science;Computer Science,Korean;Mandarin,Bachelor,6,18,Monash University,360,0.4761
535,Education,Information Technology;Education,9,Lucas Fernandez,Law;Finance;Computer Science,Mandarin;Hindi;Nepali,PhD,7,18,Monash University,360,0.4759
535,Education,Information Technology;Education,629,Suraj Ahmed,Law;Finance;Computer Science,English;Nepali,Mixed,19,18,Monash University,360,0.4759
535,Education,Information Technology;Education,182,Noor Rodriguez,Nursing;Environmental Science;Renewable Energy;Data Science,Italian,PhD,6,18,Monash University,360,0.475
535,Education,Information Technology;Education,493,Mateo Martin,Banking;Business;Artificial Intelligence;Information Technology,Indonesian,Mixed,12,18,Monash University,360,0.4744
535,Education,Information Technology;Education,193,Lara Chan,Ecology;Information Technology,Mandarin;Arabic;French,Bachelor,7,18,Monash University,360,0.4738
535,Education,Information Technology;Education,401,Anh Xu,Ecology;Information Technology,Indonesian;Mandarin;German,Bachelor,16,18,Monash University,360,0.4738
535,Education,Information Technology;Education,98,Hannah Taylor,Computer Science;Data Science;Psychology;Law,Thai;Nepali,Mixed,19,18,Monash University,360,0.4733
535,Education,Information Technology;Education,105,Liam Kaur,Artificial Intelligence;Computer Science,English;Vietnamese;Mandarin,Master,8,18,Monash University,360,0.4731
535,Education,Information Technology;Education,432,Min Patel,Ecology;Education;Sustainable Design,Thai;Italian;Urdu,PhD,12,18,Monash University,360,0.4731
535,Education,Information Technology;Education,750,Aarav Lee,Computer Science;Artificial Intelligence,Spanish;German;Hindi,Master,18,18,Monash University,360,0.4731
535,Education,Information Technology;Education,58,Wei Wang,Artificial Intelligence;Data Science;Engineering;Sustainable Design,Mandarin;Hindi,Master,5,18,Monash University,360,0.473
535,Education,Information Technology;Education,727,Suresh Chan,Sustainable Design;Engineering;Artificial Intelligence;Data Science,Thai;Mandarin,PhD,6,18,Monash University,360,0.473
535,Education,Information Technology;Education,556,David Singh,Renewable Energy;Environmental Science;Nursing;Computer Science,Indonesian;German,Bachelor,12,18,Monash University,360,0.4699
535,Education,Information Technology;Education,641,Sam Patel,Environmental Science;Engineering;Design,Korean;Hindi;French,Bachelor,9,18,Monash University,360,0.4695
535,Education,Information Technology;Education,728,Jacob Martin,Nursing;Computer Science;Public Health;International Law,Spanish;Thai,Bachelor,6,18,Monash University,360,0.4689
535,Education,Information Technology;Education,559,Maria Jones,Renewable Energy;Banking;Information Technology,German,PhD,17,18,Monash University,360,0.4685
535,Education,Information Technology;Education,273,Priya Patel,Artificial Intelligence;Business;Finance;Environmental Science,German,Master,9,18,Monash University,360,0.4682
535,Education,Information Technology;Education,785,Luca Ahmed,Marketing;Engineering;Banking;Information Technology,Italian;Spanish;Nepali,Mixed,12,18,Monash University,360,0.4678
535,Education,Information Technology;Education,164,Sofia Choi,Finance;Public Health,Mandarin;Nepali,Mixed,14,18,Monash University,360,0.4675
535,Education,Information Technology;Education,205,Luca Green,Design;Engineering;International Law;Computer Science,English;Hindi,Master,4,18,Monash University,360,0.4674
535,Education,Information Technology;Education,543,Julia Le,Public Health;Marketing,Vietnamese,PhD,4,18,Monash University,360,0.466
535,Education,Information Technology;Education,31,Farah Trivedi,Public Health;Finance;International Law,Nepali;Russian;Spanish,Master,8,18,Monash University,360,0.4657
535,Education,Information Technology;Education,736,Fatima Park,Finance;Artificial Intelligence;Environmental Science,Hindi;French;Thai,PhD,18,18,Monash University,360,0.4655
535,Education,Information Technology;Education,503,Maya Garcia,Business;Architecture;Data Science,French;Spanish,Bachelor,13,18,Monash University,360,0.4653
535,Education,Information Technology;Education,689,Julia Patel,Education;Public Health;Cybersecurity;Law,Russian,Mixed,11,18,Monash University,360,0.465
535,Education,Information Technology;Education,87,Benjamin Ng,Ecology;Marketing;Information Technology,Mandarin,Bachelor,13,18,Monash University,360,0.464
535,Education,Information Technology;Education,443,Tom Choi,Data Science;Architecture;International Law,German,Mixed,13,18,Monash University,360,0.4636
535,Education,Information Technology;Education,119,Sam Taylor,Architecture;Psychology;Information Technology,Mandarin;Japanese,Mixed,1,18,Monash University,360,0.4621
535,Education,Information Technology;Education,34,Maya Martin,Film;Education;Design;Public Health,Nepali,Master,1,18,Monash University,360,0.4615
535,Education,Information Technology;Education,333,Lara Chen,Design;Data Science;Renewable Energy,Japanese;Thai;Vietnamese,Mixed,14,18,Monash University,360,0.4615
535,Education,Information Technology;Education,102,Noelle Ivanov,Data Science;Design;Artificial Intelligence;Business,Japanese;Mandarin;Arabic,Mixed,17,18,Monash University,360,0.4609
535,Education,Information Technology;Education,445,Ethan Wang,Psychology;Environmental Science,Italian,PhD,12,18,Monash University,360,0.4606
535,Education,Information Technology;Education,40,Keiko Akhtar,Accounting;International Law;Education;Design,Thai,Bachelor,19,18,Monash University,360,0.46
535,Education,Information Technology;Education,646,Alice Singh,Renewable Energy;Banking;Environmental Science;Data Science,Indonesian,Master,12,18,Monash University,360,0.4598
535,Education,Information Technology;Education,798,Noor Lopez,Education;Law;Renewable Energy;Nursing,Urdu,Mixed,19,18,Monash University,360,0.4598
535,Education,Information Technology;Education,701,Sofia Rossi,Psychology;Data Science,German,Master,11,18,Monash University,360,0.4595
535,Education,Information Technology;Education,671,Mohammed Gupta,Business;Engineering,Urdu,Bachelor,13,18,Monash University,360,0.4581
535,Education,Information Technology;Education,627,Aarav Davis,Nursing;Education;Finance;Psychology,Japanese,Master,15,18,Monash University,360,0.4578
535,Education,Information Technology;Education,354,Sienna Jackson,Film;Engineering;Data Science;Environmental Science,Indonesian;Japanese;Italian,Bachelor,18,18,Monash University,360,0.4574
535,Education,Information Technology;Education,746,Chloe Yang,Accounting;Information Technology;Ecology;Public Health,Hindi;Arabic;Russian,Bachelor,8,18,Monash University,360,0.4574
535,Education,Information Technology;Education,369,Hanna Sanchez,Business;International Law;Engineering,Mandarin,Master,12,18,Monash University,360,0.4569
535,Education,Information Technology;Education,630,Mei Miller,International Law;Environmental Science;Banking,Italian,Master,13,18,Monash University,360,0.4569
535,Education,Information Technology;Education,476,Sam Taylor,Public Health;Film;Computer Science,Arabic;Spanish,Mixed,1,18,Monash University,360,0.4566
535,Education,Information Technology;Education,695,Ivy Zhang,Public Health;Psychology;Film;Education,French;Arabic,Bachelor,1,18,Monash University,360,0.4566
535,Education,Information Technology;Education,60,Chen Kumar,Banking;Education;Law;Marketing,French;Indonesian;Mandarin,Master,1,18,Monash University,360,0.4562
535,Education,Information Technology;Education,254,Eli Clark,Sustainable Design;Environmental Science;Design;Renewable Energy,Nepali;Korean;Arabic,Master,11,18,Monash University,360,0.4561
535,Education,Information Technology;Education,589,Isha Tan,Computer Science;Data Science;Artificial Intelligence;Accounting,Urdu;Japanese;Italian,Bachelor,14,18,Monash University,360,0.456
535,Education,Information Technology;Education,269,Owen Taylor,International Law;Business,Mandarin,Bachelor,9,18,Monash University,360,0.4555
535,Education,Information Technology;Education,771,Priya Nakamura,Nursing;Environmental Science;Sustainable Design;Public Health,Urdu;Japanese;Russian,Master,13,18,Monash University,360,0.4554
535,Education,Information Technology;Education,274,Mina Kaur,Banking;Business;Computer Science,Spanish;Hindi;Korean,Bachelor,16,18,Monash University,360,0.4545
535,Education,Information Technology;Education,669,Benjamin Yang,Renewable Energy;Public Health,Japanese;English;Mandarin,Mixed,14,18,Monash University,360,0.4539
535,Education,Information Technology;Education,749,Thao Hussain,Architecture;Psychology;Public Health;Computer Science,Spanish,Master,16,18,Monash University,360,0.4538
535,Education,Information Technology;Education,132,Tom Gupta,Accounting;International Law;Nursing;Education,German;Arabic,PhD,13,18,Monash University,360,0.4536
535,Education,Information Technology;Education,283,Farah Wang,Education;Ecology;Psychology,Urdu;Japanese,PhD,13,18,Monash University,360,0.4535
535,Education,Information Technology;Education,453,Ava Kim,Architecture;Computer Science;Sustainable Design,Italian;Urdu,Bachelor,7,18,Monash University,360,0.4526
535,Education,Information Technology;Education,664,Mila Johnson,Data Science;Artificial Intelligence;Renewable Energy,Japanese,Mixed,1,18,Monash University,360,0.4525
535,Education,Information Technology;Education,461,Elena Miller,Film;Information Technology;Business,Spanish,PhD,13,18,Monash University,360,0.4522
535,Education,Information Technology;Education,226,Iris Park,Psychology;Architecture;Education,German,Mixed,18,18,Monash University,360,0.4519
535,Education,Information Technology;Education,175,Theo Miller,Psychology;Banking;Information Technology,Indonesian,Master,18,18,Monash University,360,0.4508
535,Education,Information Technology;Education,413,Alice Ivanov,Business;Sustainable Design,Arabic,Bachelor,10,18,Monash University,360,0.4508
535,Education,Information Technology;Education,619,Min Green,Business;Sustainable Design,Japanese;Arabic,PhD,14,18,Monash University,360,0.4508
535,Education,Information Technology;Education,398,Amir Kaur,Finance;Renewable Energy;Engineering;Public Health,Nepali,Master,5,18,Monash University,360,0.4505
535,Education,Information Technology;Education,692,Nadia Green,Psychology;Banking;Education;Sustainable Design,German;Hindi;Korean,Master,14,18,Monash University,360,0.4504
535,Education,Information Technology;Education,91,Chen Rossi,Accounting;Data Science,Arabic,PhD,8,18,Monash University,360,0.4501
535,Education,Information Technology;Education,288,Soojin Wilson,Artificial Intelligence;Public Health;Sustainable Design;Business,German,Master,9,18,Monash University,360,0.4501
535,Education,Information Technology;Education,511,Alice Tran,Accounting;Data Science,German;Thai,Mixed,15,18,Monash University,360,0.4501
535,Education,Information Technology;Education,738,Ava Patel,Business;Public Health;Design;Renewable Energy,Urdu,Master,19,18,Monash University,360,0.4501
535,Education,Information Technology;Education,549,Camila Ng,Psychology;Public Health;Engineering,German;Vietnamese,Bachelor,11,18,Monash University,360,0.4498
535,Education,Information Technology;Education,231,Mina Williams,Public Health;Law;Marketing,Japanese;Spanish,Master,13,18,Monash University,360,0.449
535,Education,Information Technology;Education,224,Emma Rahman,Information Technology;Film;Sustainable Design,Arabic;Urdu;Thai,Master,14,18,Monash University,360,0.4488
535,Education,Information Technology;Education,449,Sara Ng,Nursing;Data Science,Hindi;Korean,PhD,10,18,Monash University,360,0.4485
535,Education,Information Technology;Education,665,Yuki Le,Data Science;Nursing,German,PhD,6,18,Monash University,360,0.4485
535,Education,Information Technology;Education,500,Priya Clark,Finance;Education;Psychology;Artificial Intelligence,Spanish,Bachelor,4,18,Monash University,360,0.4484
535,Education,Information Technology;Education,705,Sofia Baker,Computer Science;Architecture,Japanese;English;Arabic,Bachelor,12,18,Monash University,360,0.4483
535,Education,Information Technology;Education,765,Eli Fernandez,Data Science;Banking,Urdu;Thai,Bachelor,1,18,Monash University,360,0.4478
535,Education,Information Technology;Education,319,Noor Ahmed,Engineering;Environmental Science;Architecture,Arabic;Mandarin,Bachelor,16,18,Monash University,360,0.4476
535,Education,Information Technology;Education,416,Aiden Wang,Computer Science;Renewable Energy;Finance;Law,English;Mandarin;Hindi,Bachelor,11,18,Monash University,360,0.4474
535,Education,Information Technology;Education,437,Ivy Ali,Renewable Energy;Design;Computer Science,Mandarin;Urdu;Hindi,Master,15,18,Monash University,360,0.4467
535,Education,Information Technology;Education,479,Elena Hussain,Nursing;Business;Law;Data Science,Korean;Spanish;Italian,Bachelor,11,18,Monash University,360,0.4458
535,Education,Information Technology;Education,364,Theo Rahman,International Law;Business;Public Health;Nursing,Nepali;Korean;Urdu,Master,13,18,Monash University,360,0.445
